year,mes,dia,franja_horaria,temperatura,humedad,viento_vel_m_s,viento_dir,presion,precipitacion,nubosidad
2025,4,15,Madrugada,16.0,93.79,7.19,10.0,1023.0,0.0,27.4
2025,4,15,Madrugada,16.0,87.93,7.19,10.0,1023.0,0.0,50.0
2025,4,15,Madrugada,16.0,87.93,7.19,360.0,1023.0,0.0,89.0
2025,4,15,Madrugada,16.0,87.93,7.19,10.0,1022.0,0.0,89.0
2025,4,15,Madrugada,16.0,87.93,5.11,30.0,1022.0,0.0,27.4
2025,4,15,Madrugada,15.0,87.84,6.19,20.0,1022.0,0.0,50.0
2025,4,15,Morning,15.0,93.75,5.11,30.0,1023.0,0.0,89.0
2025,4,15,Morning,16.0,82.39,7.19,20.0,1023.0,0.0,27.4
2025,4,15,Morning,19.0,68.18,7.19,20.0,1023.0,0.0,27.4
2025,4,15,Morning,21.0,56.41,8.19,10.0,1023.0,0.0,8.2
2025,4,15,Morning,23.0,53.32,6.19,30.0,1023.0,0.0,1.7
2025,4,15,Morning,25.0,44.28,7.19,20.0,1022.0,0.0,14.3
2025,4,15,Tarde,26.0,44.56,6.19,30.0,1022.0,0.0,27.4
2025,4,15,Tarde,27.0,39.34,8.19,20.0,1021.0,0.0,27.4
2025,4,15,Tarde,27.0,39.34,7.19,40.0,1020.0,0.0,27.4
2025,4,15,Tarde,28.0,39.62,7.19,30.0,1019.0,0.0,27.4
2025,4,15,Tarde,27.0,42.01,8.19,30.0,1019.0,0.0,27.4
2025,4,15,Tarde,25.0,47.28,9.31,30.0,1019.0,0.0,89.0
2025,4,15,Noche,24.0,53.58,8.19,30.0,1020.0,0.0,89.0
2025,4,15,Noche,22.0,60.47,8.19,30.0,1021.0,0.0,89.0
2025,4,15,Noche,20.0,72.94,8.19,20.0,1022.0,0.0,19.3
2025,4,15,Noche,19.0,72.76,7.19,20.0,1023.0,0.0,29.9
2025,4,15,Noche,19.0,72.76,8.19,10.0,1023.0,0.0,22.9
2025,4,15,Noche,19.0,72.76,6.19,20.0,1024.0,0.0,30.3
2025,4,16,Madrugada,17.0,82.51,7.19,20.0,1023.0,0.0,27.4
2025,4,16,Madrugada,17.0,82.51,8.19,20.0,1023.0,0.0,27.4
2025,4,16,Madrugada,17.0,82.51,7.19,20.0,1022.0,0.0,50.0
2025,4,16,Madrugada,16.0,82.39,6.19,20.0,1022.0,0.0,27.4
2025,4,16,Madrugada,15.0,87.84,6.19,20.0,1022.0,0.0,27.4
2025,4,16,Madrugada,15.0,87.84,6.19,30.0,1022.0,0.0,31.3
2025,4,16,Morning,15.0,87.84,6.19,20.0,1022.0,0.0,89.0
2025,4,16,Morning,17.0,77.31,7.19,30.0,1023.0,0.0,89.0
2025,4,16,Morning,19.0,68.18,9.31,20.0,1023.0,0.0,50.0
2025,4,16,Morning,21.0,60.24,10.31,20.0,1023.0,0.0,89.0
2025,4,16,Morning,23.0,49.93,10.31,20.0,1023.0,0.0,89.0
2025,4,16,Morning,24.0,50.2,9.31,20.0,1023.0,0.0,89.0
2025,4,16,Tarde,26.0,44.56,10.31,20.0,1022.0,0.0,50.0
2025,4,16,Tarde,26.0,41.73,7.19,50.0,1021.0,0.0,89.0
2025,4,16,Tarde,27.0,39.34,7.19,20.0,1020.0,0.0,89.0
2025,4,16,Tarde,27.0,39.34,7.19,30.0,1019.0,0.0,50.0
2025,4,16,Tarde,26.0,41.73,7.19,30.0,1019.0,0.0,50.0
2025,4,16,Tarde,25.0,44.28,8.19,20.0,1019.0,0.0,27.4
2025,4,16,Noche,24.0,47.01,8.19,30.0,1020.0,0.0,27.4
2025,4,16,Noche,21.0,60.24,9.31,20.0,1021.0,0.0,86.0
2025,4,16,Noche,20.0,68.38,8.19,30.0,1022.0,0.0,74.1
2025,4,16,Noche,19.0,77.62,9.31,20.0,1022.0,0.0,83.0
2025,4,16,Noche,18.0,82.63,7.19,30.0,1023.0,0.0,90.5
2025,4,16,Noche,18.0,82.63,8.19,20.0,1023.0,0.0,88.5
2025,4,17,Madrugada,17.0,88.01,8.19,20.0,1023.0,0.0,50.0
2025,4,17,Madrugada,17.0,88.01,7.19,10.0,1023.0,0.0,27.4
2025,4,17,Madrugada,17.0,88.01,8.19,20.0,1022.0,0.0,89.0
2025,4,17,Madrugada,17.0,88.01,7.19,20.0,1022.0,0.0,89.0
2025,4,17,Madrugada,16.0,93.79,8.19,20.0,1022.0,0.0,50.0
2025,4,17,Madrugada,16.0,87.93,7.19,30.0,1022.0,0.0,89.0
2025,4,17,Morning,16.0,87.93,8.19,20.0,1022.0,0.0,50.0
2025,4,17,Morning,17.0,82.51,7.19,360.0,1023.0,0.0,27.4
2025,4,17,Morning,20.0,68.38,9.31,20.0,1023.0,0.0,50.0
2025,4,17,Morning,22.0,60.47,10.31,20.0,1023.0,0.0,50.0
2025,4,17,Morning,24.0,53.58,9.31,20.0,1022.0,0.0,83.3
2025,4,17,Morning,26.0,47.55,10.31,20.0,1022.0,0.0,61.4
2025,4,17,Tarde,27.0,44.83,10.31,20.0,1021.0,0.0,27.4
2025,4,17,Tarde,28.0,42.28,7.19,20.0,1020.0,0.0,27.4
2025,4,17,Tarde,19.0,68.17,9.31,20.0,1019.0,0.0,25.0
2025,4,17,Tarde,28.0,42.28,6.19,20.0,1018.0,0.0,27.4
2025,4,17,Tarde,26.0,50.73,9.31,360.0,1018.0,0.0,50.0
2025,4,17,Tarde,24.0,57.15,9.31,30.0,1019.0,0.0,50.0
2025,4,17,Noche,23.0,60.7,8.19,30.0,1020.0,0.0,50.0
2025,4,17,Noche,22.0,60.47,8.19,30.0,1020.0,0.0,50.0
2025,4,17,Noche,20.0,68.38,8.19,360.0,1021.0,0.0,50.0
2025,4,17,Noche,20.0,68.38,8.19,30.0,1022.0,0.0,50.0
2025,4,17,Noche,19.0,77.62,8.19,30.0,1023.0,0.0,27.4
2025,4,17,Noche,18.0,77.46,8.19,360.0,1023.0,0.0,27.4
2025,4,18,Madrugada,18.0,72.58,5.11,30.0,1022.0,0.0,37.0
2025,4,18,Madrugada,17.0,82.51,5.11,30.0,1022.0,0.0,50.0
2025,4,18,Madrugada,16.0,93.79,7.19,30.0,1021.0,0.0,89.0
2025,4,18,Madrugada,17.0,82.51,5.11,30.0,1021.0,0.0,89.0
2025,4,18,Madrugada,17.0,88.01,6.19,30.0,1021.0,0.0,89.0
2025,4,18,Madrugada,16.0,87.93,5.11,30.0,1021.0,0.0,89.0
2025,4,18,Morning,16.0,93.79,5.11,30.0,1022.0,0.0,89.0
2025,4,18,Morning,17.0,88.01,7.19,30.0,1022.0,0.0,50.0
2025,4,18,Morning,19.0,72.76,7.19,30.0,1023.0,0.0,50.0
2025,4,18,Morning,21.0,60.24,8.19,20.0,1023.0,0.0,50.0
2025,4,18,Morning,24.0,50.2,8.19,30.0,1023.0,0.0,27.4
2025,4,18,Morning,25.0,47.28,8.19,40.0,1013.0,0.0,89.0
2025,4,18,Tarde,25.0,47.28,6.19,50.0,1022.0,0.0,89.0
2025,4,18,Tarde,26.0,44.56,7.19,10.0,1021.0,0.0,27.4
2025,4,18,Tarde,26.0,44.56,7.19,40.0,1020.0,0.0,27.4
2025,4,18,Tarde,26.0,41.73,6.19,20.0,1019.0,0.0,50.0
2025,4,18,Tarde,26.0,44.56,6.19,30.0,1019.0,0.0,50.0
2025,4,18,Tarde,24.0,50.2,7.19,78.0,1019.0,0.0,89.0
2025,4,18,Noche,23.0,53.32,9.31,20.0,1020.0,0.0,89.0
2025,4,18,Noche,22.0,56.66,7.19,20.0,1020.0,0.0,6.0
2025,4,18,Noche,20.0,64.07,7.19,20.0,1021.0,0.0,8.5
2025,4,18,Noche,20.0,64.07,7.19,20.0,1022.0,0.0,12.7
2025,4,18,Noche,19.0,88.19,6.19,20.0,1022.0,0.0,10.3
2025,4,18,Noche,18.0,77.46,6.19,20.0,1023.0,0.0,12.6
2025,4,19,Madrugada,17.0,82.51,4.11,50.0,1022.0,0.0,16.3
2025,4,19,Madrugada,16.0,87.93,3.11,50.0,1022.0,0.0,17.3
2025,4,19,Madrugada,16.0,87.93,4.11,20.0,1021.0,0.0,89.0
2025,4,19,Madrugada,16.0,87.93,5.11,30.0,1020.0,0.0,89.0
2025,4,19,Madrugada,16.0,87.93,4.11,30.0,1020.0,0.0,89.0
2025,4,19,Madrugada,16.0,87.93,3.11,30.0,1020.0,0.0,89.0
2025,4,19,Morning,16.0,87.93,3.11,30.0,1021.0,0.0,50.0
2025,4,19,Morning,16.0,87.93,4.11,10.0,1021.0,0.0,50.0
2025,4,19,Morning,19.0,72.76,4.11,20.0,1022.0,0.0,50.0
2025,4,19,Morning,21.0,64.29,4.11,20.0,1022.0,0.0,9.1
2025,4,19,Morning,24.0,53.58,3.11,340.0,1022.0,0.0,5.1
2025,4,19,Morning,26.0,41.73,3.11,180.0,1021.0,0.0,27.4
2025,4,19,Tarde,28.0,39.62,3.11,220.0,1021.0,0.0,27.4
2025,4,19,Tarde,28.0,45.1,8.19,200.0,1019.0,0.0,50.0
2025,4,19,Tarde,27.0,50.99,7.19,150.0,1019.0,0.0,50.0
2025,4,19,Tarde,26.0,57.63,6.19,140.0,1019.0,0.0,50.0
2025,4,19,Tarde,25.0,61.16,7.19,160.0,1018.0,0.0,27.4
2025,4,19,Tarde,23.0,68.97,7.19,160.0,1019.0,0.0,27.4
2025,4,19,Noche,22.0,78.06,5.11,160.0,1020.0,0.0,89.0
2025,4,19,Noche,21.0,77.91,4.11,200.0,1020.0,0.0,89.0
2025,4,19,Noche,21.0,77.91,4.11,200.0,1021.0,0.0,89.0
2025,4,19,Noche,21.0,77.91,4.11,180.0,1022.0,0.0,50.0
2025,4,19,Noche,20.0,88.27,0.0,0.0,1023.0,0.0,89.0
2025,4,19,Noche,20.0,82.87,4.11,30.0,1023.0,0.0,89.0
2025,4,20,Madrugada,19.0,77.62,4.11,40.0,1022.0,0.0,89.0
2025,4,20,Madrugada,18.0,82.63,4.11,20.0,1022.0,0.0,89.0
2025,4,20,Madrugada,18.0,88.1,5.11,10.0,1021.0,0.0,89.0
2025,4,20,Madrugada,18.0,88.1,4.11,20.0,1020.0,0.0,50.0
2025,4,20,Madrugada,18.0,88.1,3.11,10.0,1021.0,0.0,100.0
2025,4,20,Madrugada,18.0,88.1,3.11,360.0,1020.0,0.0,100.0
2025,4,20,Morning,18.0,88.1,2.11,10.0,1020.0,0.0,89.0
2025,4,20,Morning,18.0,88.1,0.0,0.0,1021.0,0.0,89.0
2025,4,20,Morning,21.0,73.11,1.0,178.4,1021.0,0.0,27.4
2025,4,20,Morning,23.0,64.72,2.11,160.0,1022.0,0.0,27.4
2025,4,20,Morning,25.0,53.83,3.11,180.0,1021.0,0.0,27.4
2025,4,20,Morning,26.0,50.73,3.11,160.0,1021.0,0.0,27.4
2025,4,20,Tarde,28.0,45.1,3.11,170.0,1021.0,0.0,50.0
2025,4,20,Tarde,27.0,54.33,6.19,140.0,1020.0,0.0,50.0
2025,4,20,Tarde,27.0,54.33,7.19,160.0,1019.0,0.0,27.4
2025,4,20,Tarde,26.0,57.63,6.19,130.0,1019.0,0.0,89.0
2025,4,20,Tarde,26.0,61.39,6.19,170.0,1018.0,0.0,25.0
2025,4,20,Tarde,23.0,73.46,7.19,160.0,1018.0,0.0,50.0
2025,4,20,Noche,21.0,77.91,7.19,140.0,1019.0,0.1,89.0
2025,4,20,Noche,21.0,82.99,5.11,150.0,1020.0,0.0,100.0
2025,4,20,Noche,21.0,82.99,6.19,140.0,1020.0,0.0,100.0
2025,4,20,Noche,20.0,82.87,5.11,140.0,1021.0,0.0,100.0
2025,4,20,Noche,20.0,82.87,5.11,150.0,1022.0,0.0,100.0
2025,4,20,Noche,20.0,82.87,4.11,130.0,1022.0,0.0,100.0
2025,4,21,Madrugada,19.0,88.19,3.11,180.0,1021.0,0.0,100.0
2025,4,21,Madrugada,19.0,88.19,2.11,180.0,1021.0,0.1,100.0
2025,4,21,Madrugada,18.0,100.0,2.11,140.0,1020.0,0.1,100.0
2025,4,21,Madrugada,18.0,100.0,2.11,140.0,1020.0,0.0,100.0
2025,4,21,Madrugada,18.0,93.88,2.11,130.0,1020.0,0.0,100.0
2025,4,21,Madrugada,18.0,93.88,1.0,88.3,1020.0,0.0,100.0
2025,4,21,Morning,18.0,93.88,0.0,0.0,1020.0,0.0,89.0
2025,4,21,Morning,18.0,93.88,3.11,360.0,1021.0,0.0,100.0
2025,4,21,Morning,19.0,88.19,2.11,30.0,1022.0,0.0,89.0
2025,4,21,Morning,20.0,88.27,1.5,26.2,1022.0,0.0,100.0
2025,4,21,Morning,21.0,77.91,0.0,0.0,1022.0,0.0,88.0
2025,4,21,Morning,23.0,68.97,0.0,0.0,1022.0,0.0,50.0
2025,4,21,Tarde,25.0,57.39,1.5,43.1,1021.0,0.0,50.0
2025,4,21,Tarde,26.0,54.08,2.11,300.0,1019.0,0.0,50.0
2025,4,21,Tarde,28.0,48.09,5.11,20.0,1018.0,0.2,50.0
2025,4,21,Tarde,27.0,47.82,2.11,110.0,1017.0,0.1,50.0
2025,4,21,Tarde,28.0,42.28,4.11,360.0,1017.0,0.0,50.0
2025,4,21,Tarde,24.0,69.16,4.11,180.0,1017.0,0.1,50.0
2025,4,21,Noche,23.0,73.46,3.11,180.0,1018.0,0.0,89.0
2025,4,21,Noche,21.0,82.99,2.11,200.0,1019.0,0.0,50.0
2025,4,21,Noche,21.0,82.99,4.11,360.0,1020.0,0.0,89.0
2025,4,21,Noche,21.0,73.11,5.11,30.0,1020.0,0.0,27.4
2025,4,21,Noche,20.0,82.87,5.11,30.0,1021.0,0.0,27.4
2025,4,21,Noche,20.0,77.77,5.11,360.0,1021.0,0.0,27.4
2025,4,22,Madrugada,19.0,82.75,5.11,360.0,1020.0,0.1,27.4
2025,4,22,Madrugada,19.0,88.19,4.11,30.0,1020.0,0.0,89.0
2025,4,22,Madrugada,19.0,88.19,5.11,20.0,1020.0,0.0,89.0
2025,4,22,Madrugada,18.0,88.1,6.19,30.0,1019.0,0.0,89.0
2025,4,22,Madrugada,18.0,88.1,5.11,30.0,1019.0,0.0,89.0
2025,4,22,Madrugada,18.0,88.1,5.11,30.0,1019.0,0.0,89.0
2025,4,22,Morning,18.0,88.1,6.19,30.0,1020.0,0.0,89.0
2025,4,22,Morning,18.0,88.1,6.19,30.0,1021.0,0.0,89.0
2025,4,22,Morning,20.2,88.1,5.11,360.0,1021.0,0.0,89.0
2025,4,22,Morning,21.0,73.11,6.19,30.0,1022.0,0.0,50.0
2025,4,22,Morning,23.0,64.72,6.19,10.0,1021.0,0.0,89.0
2025,4,22,Morning,23.0,64.72,6.19,20.0,1021.0,0.0,89.0
2025,4,22,Tarde,25.0,53.83,5.11,10.0,1020.0,0.0,50.0
2025,4,22,Tarde,28.0,39.62,6.19,50.0,1019.0,0.0,50.0
2025,4,22,Tarde,28.0,42.28,6.19,20.0,1018.0,0.0,50.0
2025,4,22,Tarde,29.0,65.98,5.11,20.0,1017.0,0.0,27.4
2025,4,22,Tarde,27.0,57.87,6.19,180.0,1016.0,0.0,50.0
2025,4,22,Tarde,24.0,69.16,5.11,180.0,1017.0,0.0,50.0
2025,4,22,Noche,23.0,73.46,6.19,200.0,1017.0,0.0,50.0
2025,4,22,Noche,22.0,78.06,4.11,180.0,1018.0,0.0,89.0
2025,4,22,Noche,21.0,82.99,3.11,200.0,1019.0,0.0,89.0
2025,4,22,Noche,21.0,73.11,3.11,20.0,1020.0,0.0,50.0
2025,4,22,Noche,20.0,77.77,4.11,10.0,1021.0,0.0,27.4
2025,4,22,Noche,19.0,82.75,4.11,20.0,1021.0,0.0,27.4
2025,4,23,Madrugada,18.0,93.88,4.11,20.0,1020.0,0.0,50.0
2025,4,23,Madrugada,18.0,88.1,5.11,20.0,1020.0,0.0,89.0
2025,4,23,Madrugada,18.0,88.1,5.11,20.0,1019.0,0.0,89.0
2025,4,23,Madrugada,18.0,88.1,5.11,20.0,1019.0,0.0,100.0
2025,4,23,Madrugada,18.0,88.1,4.11,360.0,1019.0,0.0,89.0
2025,4,23,Madrugada,18.0,88.1,2.11,50.0,1019.0,0.0,89.0
2025,4,23,Morning,18.0,82.63,3.11,10.0,1020.0,0.0,89.0
2025,4,23,Morning,18.0,88.1,4.11,20.0,1021.0,0.0,89.0
2025,4,23,Morning,20.0,77.77,4.11,30.0,1021.0,0.0,50.0
2025,4,23,Morning,22.0,68.77,4.11,60.0,1021.0,0.0,50.0
2025,4,23,Morning,24.0,57.15,2.11,90.0,1021.0,0.0,50.0
2025,4,23,Morning,25.0,57.39,3.11,300.0,1021.0,0.0,89.0
2025,4,23,Tarde,26.0,50.73,5.11,200.0,1020.0,0.0,89.0
2025,4,23,Tarde,26.0,54.08,6.19,200.0,1019.0,0.0,89.0
2025,4,23,Tarde,26.0,54.08,5.11,140.0,1018.0,0.0,50.0
2025,4,23,Tarde,26.0,57.63,6.19,150.0,1018.0,0.0,50.0
2025,4,23,Tarde,25.0,61.16,6.19,200.0,1017.0,0.0,50.0
2025,4,23,Tarde,24.0,69.16,6.19,180.0,1018.0,0.0,50.0
2025,4,23,Noche,22.0,73.29,5.11,180.0,1018.0,0.0,50.0
2025,4,23,Noche,21.0,77.91,4.11,140.0,1019.0,0.0,50.0
2025,4,23,Noche,20.0,88.27,2.11,170.0,1020.0,0.0,50.0
2025,4,23,Noche,20.0,88.27,0.0,0.0,1021.0,0.0,27.4
2025,4,23,Noche,20.0,72.94,2.11,50.0,1021.0,0.0,0.0
2025,4,23,Noche,19.0,77.62,4.11,20.0,1021.0,0.0,14.2
2025,4,24,Madrugada,18.0,82.63,2.11,40.0,1020.0,0.0,5.5
2025,4,24,Madrugada,18.0,82.63,3.11,20.0,1020.0,0.0,27.4
2025,4,24,Madrugada,17.0,88.01,4.11,40.0,1019.0,0.0,89.0
2025,4,24,Madrugada,17.0,88.01,4.11,20.0,1019.0,0.0,100.0
2025,4,24,Madrugada,17.0,88.01,3.11,20.0,1019.0,0.0,89.0
2025,4,24,Madrugada,17.0,88.01,4.11,50.0,1020.0,0.0,50.0
2025,4,24,Morning,16.0,87.93,3.11,10.0,1020.0,0.0,50.0
2025,4,24,Morning,17.0,88.01,4.11,20.0,1021.0,0.0,50.0
2025,4,24,Morning,20.0,72.94,3.11,40.0,1021.0,0.0,27.4
2025,4,24,Morning,21.0,68.58,3.11,20.0,1021.0,0.0,27.4
2025,4,24,Morning,24.0,53.58,1.5,36.4,1021.0,0.0,50.0
2025,4,24,Morning,26.0,50.73,5.11,360.0,1021.0,0.0,50.0
2025,4,24,Tarde,28.0,42.28,1.0,57.6,1020.0,0.0,50.0
2025,4,24,Tarde,27.0,52.84,5.11,180.0,1019.0,0.0,50.0
2025,4,24,Tarde,25.0,57.39,6.19,200.0,1018.0,0.0,89.0
2025,4,24,Tarde,27.0,54.33,6.19,200.0,1018.0,0.0,50.0
2025,4,24,Tarde,26.0,57.63,5.11,150.0,1017.0,0.0,50.0
2025,4,24,Tarde,25.0,65.15,5.11,160.0,1017.0,0.0,50.0
2025,4,24,Noche,22.0,78.06,4.11,160.0,1018.0,0.0,50.0
2025,4,24,Noche,21.0,77.91,2.11,140.0,1019.0,0.0,50.0
2025,4,24,Noche,21.0,82.99,1.0,50.7,1020.0,0.0,89.0
2025,4,24,Noche,21.0,64.29,4.11,30.0,1020.0,0.0,27.4
2025,4,24,Noche,20.0,68.38,5.11,20.0,1021.0,0.0,27.4
2025,4,24,Noche,19.0,72.76,4.11,30.0,1021.0,0.0,30.1
2025,4,25,Madrugada,19.0,72.76,4.11,20.0,1020.0,0.0,16.2
2025,4,25,Madrugada,18.0,82.63,3.11,30.0,1020.0,0.0,9.0
2025,4,25,Madrugada,17.0,88.01,5.11,20.0,1019.0,0.0,89.0
2025,4,25,Madrugada,17.0,88.01,4.11,30.0,1019.0,0.0,100.0
2025,4,25,Madrugada,17.0,88.01,6.19,20.0,1019.0,0.0,89.0
2025,4,25,Madrugada,17.0,88.01,4.11,40.0,1019.0,0.0,50.0
2025,4,25,Morning,17.0,88.01,3.11,30.0,1020.0,0.0,50.0
2025,4,25,Morning,18.0,82.63,3.11,30.0,1021.0,0.0,89.0
2025,4,25,Morning,20.0,72.94,3.11,20.0,1022.0,0.0,89.0
2025,4,25,Morning,21.0,68.58,5.11,30.0,1021.0,0.0,89.0
2025,4,25,Morning,23.0,60.7,4.11,360.0,1022.0,0.0,89.0
2025,4,25,Morning,24.0,57.15,5.11,360.0,1021.0,0.0,89.0
2025,4,25,Tarde,26.0,47.55,1.5,54.8,1020.0,0.0,89.0
2025,4,25,Tarde,27.0,44.83,4.11,20.0,1019.0,0.0,89.0
2025,4,25,Tarde,25.0,61.16,5.11,200.0,1018.0,0.0,89.0
2025,4,25,Tarde,25.0,61.16,6.19,220.0,1018.0,0.0,89.0
2025,4,25,Tarde,24.0,64.93,4.11,180.0,1017.0,0.0,89.0
2025,4,25,Tarde,23.0,68.97,7.19,180.0,1018.0,0.0,89.0
2025,4,25,Noche,23.0,68.97,5.11,180.0,1018.0,0.0,89.0
2025,4,25,Noche,21.0,68.58,0.0,0.0,1019.0,0.0,50.0
2025,4,25,Noche,21.0,64.29,5.11,20.0,1020.0,0.0,27.4
2025,4,25,Noche,20.0,68.38,5.11,20.0,1020.0,0.0,27.4
2025,4,25,Noche,20.0,68.38,5.11,30.0,1021.0,0.0,27.4
2025,4,25,Noche,19.0,72.76,5.11,30.0,1022.0,0.0,27.4
2025,4,26,Madrugada,18.0,77.46,7.19,30.0,1021.0,0.0,27.4
2025,4,26,Madrugada,17.0,82.51,5.11,30.0,1020.0,0.0,17.9
2025,4,26,Madrugada,17.0,88.01,7.19,30.0,1020.0,0.0,50.0
2025,4,26,Madrugada,17.0,88.01,7.19,20.0,1020.0,0.0,89.0
2025,4,26,Madrugada,17.0,88.01,6.19,20.0,1019.0,0.0,89.0
2025,4,26,Madrugada,17.0,88.01,4.11,40.0,1020.0,0.0,50.0
2025,4,26,Morning,17.0,82.51,5.11,20.0,1020.0,0.0,89.0
2025,4,26,Morning,17.0,93.84,6.19,20.0,1021.0,0.0,89.0
2025,4,26,Morning,20.0,72.94,7.19,20.0,1022.0,0.0,89.0
2025,4,26,Morning,21.0,64.29,7.19,20.0,1022.0,0.0,89.0
2025,4,26,Morning,22.0,60.47,6.19,30.0,1022.0,0.0,50.0
2025,4,26,Morning,24.0,50.2,6.19,30.0,1021.0,0.0,89.0
2025,4,26,Tarde,25.0,47.28,7.19,20.0,1021.0,0.0,50.0
2025,4,26,Tarde,27.0,39.34,7.19,10.0,1020.0,0.0,89.0
2025,4,26,Tarde,27.0,39.34,6.19,360.0,1018.0,0.0,89.0
2025,4,26,Tarde,27.0,42.01,5.11,40.0,1018.0,0.0,89.0
2025,4,26,Tarde,26.0,44.56,6.19,30.0,1017.0,0.0,50.0
2025,4,26,Tarde,25.0,47.28,7.19,30.0,1018.0,0.0,50.0
2025,4,26,Noche,23.0,53.32,6.19,20.0,1018.0,0.0,50.0
2025,4,26,Noche,22.0,56.66,7.19,20.0,1019.0,0.0,27.4
2025,4,26,Noche,21.0,60.24,5.11,30.0,1020.0,0.0,27.4
2025,4,26,Noche,20.0,68.38,5.11,30.0,1021.0,0.0,47.8
2025,4,26,Noche,19.0,72.76,7.19,20.0,1022.0,0.0,31.2
2025,4,26,Noche,18.0,77.46,6.19,20.0,1022.0,0.0,9.6
2025,4,27,Madrugada,17.3,82.01,1.89,14.5,1017.0,0.0,2.4
2025,4,27,Madrugada,17.0,82.51,7.19,30.0,1021.0,0.0,5.9
2025,4,27,Madrugada,16.0,82.39,6.19,30.0,1021.0,0.0,6.4
2025,4,27,Madrugada,16.0,82.39,5.11,10.0,1021.0,0.0,16.5
2025,4,27,Madrugada,16.0,82.39,6.19,10.0,1021.0,0.0,16.5
2025,4,27,Madrugada,15.0,82.26,5.11,10.0,1021.0,0.0,27.4
2025,4,27,Morning,15.0,82.26,4.11,20.0,1021.0,0.0,27.4
2025,4,27,Morning,16.0,82.39,4.11,10.0,1022.0,0.0,89.0
2025,4,27,Morning,19.0,68.18,6.19,20.0,1022.0,0.0,27.4
2025,4,27,Morning,22.0,53.06,9.31,10.0,1023.0,0.0,27.4
2025,4,27,Morning,23.0,46.74,5.11,30.0,1022.0,0.0,27.4
2025,4,27,Morning,25.0,41.45,6.19,30.0,1022.0,0.0,27.4
2025,4,27,Tarde,26.0,41.73,6.19,50.0,1021.0,0.0,27.4
2025,4,27,Tarde,26.0,39.06,5.11,40.0,1020.0,0.0,27.4
2025,4,27,Tarde,27.0,42.01,6.19,30.0,1019.0,0.0,27.4
2025,4,27,Tarde,28.0,34.73,5.11,60.0,1019.0,0.0,50.0
2025,4,27,Tarde,26.0,36.54,3.11,120.0,1018.0,0.0,50.0
2025,4,27,Tarde,25.0,41.45,4.11,60.0,1019.0,0.0,27.4
2025,4,27,Noche,24.0,47.01,5.11,30.0,1020.0,0.0,27.4
2025,4,27,Noche,22.0,46.47,6.19,20.0,1020.0,0.0,27.4
2025,4,27,Noche,21.0,49.4,7.19,20.0,1021.0,0.0,27.4
2025,4,27,Noche,20.0,52.54,7.19,20.0,1022.0,0.0,5.1
2025,4,27,Noche,19.0,59.76,7.19,10.0,1023.0,0.0,5.2
2025,4,27,Noche,18.0,67.97,6.19,20.0,1023.0,0.0,5.4
2025,4,28,Madrugada,18.0,67.97,5.11,30.0,1023.0,0.0,9.2
2025,4,28,Madrugada,17.0,72.4,5.11,30.0,1022.0,0.0,6.8
2025,4,28,Madrugada,16.0,82.39,5.11,20.0,1022.0,0.0,4.9
2025,4,28,Madrugada,15.0,93.75,5.11,40.0,1022.0,0.0,27.4
2025,4,28,Madrugada,15.0,93.75,5.11,20.0,1022.0,0.0,27.4
2025,4,28,Madrugada,15.0,87.84,5.11,30.0,1022.0,0.0,27.4
2025,4,28,Morning,15.0,87.84,4.11,40.0,1022.0,0.0,27.4
2025,4,28,Morning,17.0,82.51,4.11,30.0,1023.0,0.0,27.4
2025,4,28,Morning,19.0,72.76,5.11,30.0,1023.0,0.0,1.0
2025,4,28,Morning,21.0,56.41,7.19,10.0,1023.0,0.0,0.4
2025,4,28,Morning,23.0,49.93,8.19,10.0,1023.0,0.0,27.4
2025,4,28,Morning,25.0,41.45,6.19,40.0,1023.0,0.0,27.4
2025,4,28,Tarde,25.0,38.78,6.19,40.0,1022.0,0.0,27.4
2025,4,28,Tarde,26.0,36.54,6.19,40.0,1021.0,0.0,27.4
2025,4,28,Tarde,27.0,36.82,6.19,30.0,1020.0,0.0,27.4
2025,4,28,Tarde,27.0,36.82,6.19,30.0,1020.0,0.0,27.4
2025,4,28,Tarde,27.0,39.32,6.19,30.0,1020.0,0.0,50.0
2025,4,28,Tarde,26.0,39.06,7.19,20.0,1020.0,0.0,27.4
2025,4,28,Noche,24.0,50.2,5.11,40.0,1020.0,0.0,27.4
2025,4,28,Noche,22.0,56.66,4.11,40.0,1021.0,0.0,27.4
2025,4,28,Noche,21.0,60.24,6.19,20.0,1022.0,0.0,25.0
2025,4,28,Noche,20.0,64.07,6.19,20.0,1022.0,0.0,27.4
2025,4,28,Noche,19.0,68.18,7.19,10.0,1023.0,0.0,15.5
2025,4,28,Noche,19.0,77.62,6.19,20.0,1019.0,0.0,16.3
2025,4,29,Madrugada,18.0,77.46,4.11,30.0,1023.0,0.0,16.8
2025,4,29,Madrugada,17.0,82.51,6.19,360.0,1022.0,0.0,27.4
2025,4,29,Madrugada,17.0,88.01,5.11,20.0,1022.0,0.0,89.0
2025,4,29,Madrugada,17.0,88.01,4.11,20.0,1022.0,0.0,89.0
2025,4,29,Madrugada,17.0,82.51,5.11,30.0,1022.0,0.0,89.0
2025,4,29,Madrugada,16.0,87.93,5.11,360.0,1022.0,0.0,27.4
